Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Monsters,pl.grzegorz2047.pobproject.mobs.AgressiveMob,Zombie,8,2
Animals,pl.grzegorz2047.pobproject.mobs.Animal,Sheep,5,2
Animals,pl.grzegorz2047.pobproject.mobs.Animal,Sheep,5,2
Animals,pl.grzegorz2047.pobproject.mobs.Animal,Sheep,5,2
Weapons,pl.grzegorz2047.pobproject.items.Weapon,Knife,3
